word,rarity,avg_sub_len,count_ge3,count_ge4,count_ge5,easy_valid_count,medium_valid_count,hard_valid_count
browse,3,3.77143,70,40,14,11,53,40
bruins,3,3.60417,48,23,6,13,34,23
bruise,3,3.66667,60,32,8,9,37,31
brunch,3,3.63158,19,9,3,4,15,9
brutus,3,3.75676,37,21,7,5,21,21
bubbly,3,4,6,4,2,1,3,4
buckle,3,3.59259,27,15,1,7,16,13
buddha,3,3.37931,29,10,1,7,15,10
buffer,3,3.35294,17,6,0,1,11,6
buffet,3,3.41176,17,7,0,3,10,7
bugged,3,3.44444,18,5,3,6,14,5
bugger,3,3.57143,28,13,3,5,18,13
builds,3,3.41176,34,13,1,5,26,12
bumble,3,3.5,22,9,2,1,11,8
bummed,3,3.23529,17,3,1,6,13,3
bummer,3,3.41667,24,8,2,1,14,8
bumped,3,3.45833,24,8,3,7,18,8
bumper,3,3.51515,33,15,2,4,23,15
bundle,3,3.61364,44,21,6,11,26,20
bungee,3,3.5,24,11,1,9,15,10
bunker,3,3.58333,36,19,2,4,21,19
burial,3,3.70769,65,38,8,8,30,38
burley,3,3.75,48,27,9,6,28,26
burner,3,3.62069,29,15,3,3,18,15
burrow,3,3.5,22,8,3,5,11,8
bursts,3,3.75,36,21,6,5,27,21
burton,3,3.59016,61,30,6,18,42,28
bushel,3,3.62162,37,19,4,10,21,18
bushes,3,3.5,26,12,1,9,22,12
busier,3,3.66667,60,32,8,9,37,31
busses,3,3.53333,15,7,1,6,13,7
busted,3,3.73077,52,30,8,19,43,28
buster,3,3.84615,78,50,16,14,49,47
bustle,3,3.74138,58,35,8,16,35,33
buyout,3,3.375,16,5,1,7,12,5
buzzed,3,3.25,8,2,0,4,7,2
buzzer,3,3.53846,13,6,1,1,8,6
bygone,3,3.46939,49,20,3,9,28,19
bylaws,3,3.56863,51,25,4,11,28,24
bypass,3,3.48276,29,12,2,9,22,10
cabana,3,3.73684,19,10,4,2,10,10
cabins,3,3.7193,57,35,6,11,35,35
cables,3,3.71014,69,40,9,14,50,37
caches,3,3.6129,31,16,3,10,22,14
cactus,3,3.57692,26,13,2,8,15,13
cadets,3,3.8,70,44,12,22,46,41
cadres,3,3.89773,88,58,21,27,61,53
caesar,3,3.83051,59,37,12,19,45,32
cairns,3,3.80952,63,40,11,14,39,40
calais,3,3.725,40,22,7,4,21,22
calico,3,3.68,25,14,3,3,14,14
caliph,3,3.64706,51,27,6,9,29,27
caller,3,3.71429,42,24,6,16,33,19
calmed,3,3.80303,66,42,11,16,47,38
calmer,3,3.77333,75,46,12,25,55,41
calmly,3,3.55172,29,14,2,12,21,13
calves,3,3.93103,58,38,16,14,37,36
calvin,3,3.68293,41,22,6,6,28,22
camels,3,3.89412,85,57,19,21,60,54
cameos,3,3.59649,57,29,5,13,39,23
camped,3,3.62222,45,23,5,13,33,21
camper,3,3.72464,69,39,11,27,56,36
canaan,3,3.83333,12,7,3,3,8,7
canals,3,3.82051,39,23,9,7,27,23
canary,3,3.725,40,23,6,7,26,23
candid,3,3.65625,32,17,4,9,19,17
candle,3,3.82857,70,45,13,17,48,42
candor,3,3.65672,67,35,9,15,49,33
canine,3,3.8,30,18,6,9,22,17
canned,3,3.70588,34,19,5,10,23,19
canoes,3,3.75362,69,39,13,17,41,36
canola,3,3.64706,34,18,4,7,21,18
canons,3,3.65625,32,16,5,9,20,16
canopy,3,3.48718,39,15,4,8,25,15
canter,3,3.83696,92,58,19,29,64,54
canton,3,3.72973,37,19,8,12,26,19
cantor,3,3.7625,80,44,17,19,53,44
canvas,3,3.57143,21,11,1,4,16,11
canyon,3,3.74194,31,16,7,7,20,16
capers,3,3.98165,109,76,31,29,80,72
capped,3,3.60714,28,14,3,5,17,14
carats,3,3.7234,47,29,5,14,36,28
carded,3,3.88,50,32,12,17,35,27
carers,3,3.93333,60,40,16,19,44,37
caress,3,3.9375,64,43,17,19,47,39
carina,3,3.80488,41,26,7,8,26,26
carlin,3,3.64706,51,29,4,13,35,29
carmel,3,3.77333,75,46,12,25,55,41
carmen,3,3.73529,68,40,10,24,48,34
carnal,3,3.60606,33,17,3,8,23,17
carney,3,3.67647,68,37,9,17,45,33
carole,3,3.74359,78,45,13,21,57,40
carols,3,3.85507,69,42,17,13,48,41
carpal,3,3.61765,34,18,3,9,23,18
carrie,3,3.85366,41,24,11,14,28,22
carrot,3,3.61905,42,20,6,8,32,20
cartel,3,3.91209,91,57,26,30,60,50
carton,3,3.7625,80,44,17,19,53,44
carved,3,3.87931,58,38,13,18,41,34
carver,3,3.81818,33,20,7,13,27,18
cashed,3,3.73333,60,34,10,18,41,31
cashew,3,3.61017,59,29,7,14,34,27
casing,3,3.67347,49,29,4,11,29,28
casket,3,3.77941,68,43,10,25,47,39
caspar,3,3.8,45,28,8,8,32,28
casper,3,3.98165,109,76,31,29,80,72
cassie,3,3.7027,37,22,4,7,21,20
caster,3,3.975,120,85,32,41,84,78
castes,3,3.9,60,41,13,21,42,38
castor,3,3.91753,97,65,24,22,71,62
catchy,3,3.56522,23,9,4,6,15,9
caters,3,3.975,120,85,32,41,84,78
cathay,3,3.6129,31,14,5,5,17,14
cation,3,3.71212,66,36,11,16,44,34
caucus,3,3.2,5,1,0,0,3,1
caudal,3,3.74074,27,15,5,2,11,15
causal,3,3.64286,28,14,4,2,14,14
caveat,3,3.42308,26,9,2,8,19,9
cavern,3,3.81481,54,34,10,16,40,31
caviar,3,3.72414,29,17,4,4,15,17
caving,3,3.48276,29,13,1,5,17,13
cavity,3,3.30769,26,7,1,4,17,6
cayman,3,3.58824,34,17,3,8,23,16
ceased,3,3.72222,36,20,6,10,24,19
ceases,3,3.80769,26,16,5,10,20,14
cedars,3,3.89773,88,58,21,27,61,53
cedric,3,3.93103,29,18,9,8,18,18
celery,3,3.61765,34,17,4,4,18,17
celiac,3,3.8,30,18,6,5,17,18
cellar,3,3.71429,42,24,6,16,33,19
cement,3,3.66667,21,12,2,7,12,11
censor,3,3.7971,69,39,16,16,45,37
cereal,3,3.6875,48,26,7,14,35,22
cervix,3,3.5,22,10,1,5,12,10
ceylon,3,3.48649,37,16,2,6,28,14
chalet,3,3.8642,81,53,17,20,49,50
champs,3,3.7193,57,32,9,13,42,32
chants,3,3.7931,58,36,10,19,42,35
charms,3,3.78947,57,34,11,22,49,33
chased,3,3.73333,60,34,10,18,41,31
chaser,3,3.91398,93,61,24,29,68,55
chases,3,3.7619,42,25,7,12,32,22
chaste,3,3.83871,93,61,17,33,66,57
chatty,3,3.62069,29,13,5,6,17,12
cheats,3,3.83871,93,61,17,33,66,57
cheeks,3,3.83333,24,15,5,5,11,15
cheeky,3,3.64706,17,8,3,4,10,8
cheery,3,3.46154,26,11,1,6,17,10
cheesy,3,3.54167,24,11,2,8,13,10
cheney,3,3.47059,17,7,1,3,12,7
chests,3,3.83333,30,20,5,7,22,20
chewed,3,3.55556,18,9,1,1,12,9
chicks,3,3.72222,18,10,3,4,12,10
chiles,3,3.71429,49,27,8,9,25,27
chilli,3,3.81818,11,6,3,3,6,6
chills,3,3.71429,21,11,4,5,13,11
chilly,3,3.8,15,9,3,3,8,9
chimes,3,3.68182,44,22,8,7,24,22
chimps,3,3.54545,33,15,3,8,23,15
chisel,3,3.71429,49,27,8,9,25,27
choirs,3,3.47727,44,16,5,7,28,16
choked,3,3.6,30,15,3,6,21,14
chokes,3,3.77083,48,27,10,9,26,27
chopin,3,3.51282,39,17,3,12,29,17
choppy,3,3.41176,17,5,2,4,10,5
choral,3,3.89231,65,40,18,8,39,40
chords,3,3.45946,37,14,3,3,23,14
chores,3,3.73239,71,38,14,14,44,38
chorus,3,3.6383,47,24,6,8,29,21
chroma,3,3.78571,70,41,14,13,50,40
chrome,3,3.69388,49,24,10,9,34,21
chubby,3,3.66667,9,4,2,2,6,4
chunks,3,3.83333,24,16,4,3,15,15
chunky,3,3.61538,13,6,2,0,10,6
chutes,3,3.72222,54,33,6,14,35,32
cigars,3,3.57778,45,22,4,8,32,22
cinder,3,3.86538,52,34,11,11,33,33
cipher,3,3.64444,45,21,8,15,30,20
circus,3,3.5,18,8,1,2,11,8
cirque,3,3.73913,23,13,4,4,13,13
citing,3,3.42857,14,4,2,1,11,4
citric,3,3.42857,7,2,1,0,4,2
citrus,3,3.61702,47,23,6,7,30,23
civics,3,3.5,4,1,1,1,4,1
claire,3,3.82051,78,49,15,21,51,45
clamps,3,3.80952,63,38,13,16,53,38
claret,3,3.91209,91,57,26,30,60,50
classy,3,3.72727,33,18,6,8,24,16
claude,3,3.69811,53,31,6,9,29,29
clause,3,3.71429,56,31,9,15,36,29
clawed,3,3.68421,57,31,8,7,33,29
cleans,3,3.88889,72,47,17,19,51,46
clears,3,3.92308,91,60,24,28,65,55
cleats,3,3.89691,97,66,21,31,62,61
cleave,3,3.70968,31,17,5,7,20,16
clergy,3,3.43478,23,8,2,4,13,8
cleric,3,3.92308,26,16,8,4,14,16
clerks,3,3.59091,22,10,3,3,11,10
clicks,3,3.8,15,9,3,4,11,9
cliffs,3,3.5,8,3,1,1,5,3
climax,3,3.65789,38,20,5,9,25,20
climbs,3,3.5,20,7,3,2,17,7
clinch,3,3.69231,13,7,2,2,8,7
clings,3,3.56522,23,10,3,3,18,9
clingy,3,3.61111,18,7,4,1,11,7
clique,3,3.47059,17,7,1,3,11,7
cloaks,3,3.73438,64,36,11,9,35,35
clocks,3,3.70588,17,8,4,4,12,8
cloned,3,3.56,50,25,3,15,41,21
clones,3,3.72727,55,31,9,16,38,27
closes,3,3.81579,38,22,9,11,22,18
clothe,3,3.78846,52,32,9,13,34,32
cloths,3,3.76596,47,29,7,11,32,26
cloudy,3,3.57576,33,17,2,9,18,15
clough,3,3.68966,29,15,5,3,24,15
clover,3,3.6,35,17,4,11,26,13
cloves,3,3.72973,37,19,8,12,22,16
clowns,3,3.63889,36,19,4,11,25,19
clumps,3,3.78571,28,17,5,6,21,17
clumsy,3,3.58824,17,7,3,3,9,7
clunky,3,3.58333,12,5,2,3,8,5
clutch,3,3.6,10,5,1,2,4,5
coarse,3,3.8,95,58,18,23,68,55
coasts,3,3.89362,47,31,11,13,37,30
coated,3,3.6,60,30,6,14,43,28
cobalt,3,3.55357,56,26,5,10,39,26
cobble,3,3.47619,21,9,1,3,14,9
cochin,3,3.75,24,13,5,6,17,13
cocked,3,3.5625,16,8,1,5,12,7
cocker,3,3.71429,28,15,5,5,19,14
cocoon,3,3.5,4,2,0,1,4,2
coders,3,3.74286,70,38,14,13,47,36
coding,3,3.55814,43,18,6,10,26,17
coerce,3,3.52381,21,8,3,2,14,8
coffin,3,3.6,15,9,0,6,7,9
cogent,3,3.5,38,16,3,16,29,13
cognac,3,3.5,22,10,1,3,11,10
cohort,3,3.7,40,21,7,4,20,21
coiled,3,3.66102,59,34,5,13,40,32
coined,3,3.61111,54,28,5,15,38,24
colder,3,3.61404,57,28,7,15,40,24
collie,3,3.72,25,14,4,7,20,14
collin,3,3.73913,23,15,2,8,18,15
combed,3,3.51515,33,14,3,7,25,12
combos,3,3.75,28,16,5,3,19,16
comers,3,3.7377,61,33,12,12,38,29
comets,3,3.78,50,29,10,12,30,24
commas,3,3.64516,31,16,4,5,21,16
commie,3,3.57895,19,10,1,4,11,9
compel,3,3.6,35,18,3,7,21,17
concur,3,3.47619,21,8,2,7,15,8
condom,3,3.69565,23,13,3,5,16,13
condor,3,3.82857,35,21,8,8,24,20
condos,3,3.72222,36,21,5,6,21,20
confer,3,3.56098,41,18,5,10,28,16
conned,3,3.56667,30,14,3,11,26,11
conner,3,3.625,32,16,4,10,24,15
connie,3,3.82759,29,18,6,12,19,16
conrad,3,3.65672,67,35,9,15,49,33
consul,3,3.48276,29,12,2,5,20,12
contra,3,3.7625,80,44,17,19,53,44
convex,3,3.5625,16,8,1,4,13,7
convey,3,3.71429,28,14,6,4,18,13
convoy,3,3.72727,11,6,2,1,6,6
cooker,3,3.7,30,16,5,5,20,15
cooled,3,3.57143,35,18,2,9,23,15
cooler,3,3.71429,35,19,6,7,21,17
copied,3,3.5,38,16,3,10,27,15
coping,3,3.51515,33,13,4,8,20,13
copped,3,3.3913,23,8,1,6,17,7
coptic,3,3.6087,23,10,4,7,16,10
corals,3,3.85507,69,42,17,13,48,41
cordon,3,3.82857,35,21,8,8,24,20
cornea,3,3.7619,84,49,15,21,56,45
cornet,3,3.76271,59,33,12,18,43,31
corona,3,3.7619,42,23,9,8,26,23
corpse,3,3.80556,72,43,15,19,48,43
corpus,3,3.74074,54,30,10,16,39,30
corral,3,3.75,36,20,7,7,27,20
corrie,3,3.62069,29,13,5,6,18,13
corset,3,3.83562,73,45,16,12,43,41
cortes,3,3.83562,73,45,16,12,43,41
cortex,3,3.4375,32,12,2,3,20,12
cortez,3,3.55882,34,15,4,4,20,15
cosmic,3,3.5,14,4,3,2,10,4
cosmos,3,3.6,15,8,1,1,7,8
costly,3,3.69231,39,21,6,8,25,19
cotter,3,3.72222,36,19,7,3,23,19
cougar,3,3.43182,44,16,3,5,24,16
coughs,3,3.68889,45,26,5,4,25,25
coupon,3,3.57895,19,11,0,5,11,10
covert,3,3.7381,42,23,8,8,31,20
coward,3,3.46296,54,22,3,14,42,19
cowboy,3,3.28571,14,3,1,3,9,3
coyote,3,3.43478,23,9,1,4,12,9
cracks,3,3.66667,24,14,2,5,16,14
cradle,3,3.85526,76,48,17,23,54,40
crafts,3,3.81633,49,31,9,20,42,28
crafty,3,3.6,40,18,6,13,33,17
cramps,3,3.79032,62,37,12,22,52,37
cranes,3,3.96667,90,61,26,25,59,57
cranks,3,3.83333,48,31,9,10,27,31
cranky,3,3.63636,44,24,4,8,25,24
crappy,3,3.44444,27,9,3,10,20,9
crater,3,3.81132,53,30,13,21,42,27
crates,3,3.975,120,85,32,41,84,78
craved,3,3.87931,58,38,13,18,41,34
craven,3,3.81481,54,34,10,16,40,31
craves,3,3.8806,67,44,15,21,52,40
crawls,3,3.69767,43,23,7,13,26,23
crayon,3,3.625,64,31,9,12,43,31
crazed,3,3.77778,54,31,11,14,35,27
creams,3,3.82609,92,58,18,30,70,53
creamy,3,3.60938,64,33,6,25,50,28
crease,3,3.84615,65,41,14,20,47,38
creeks,3,3.9,40,26,10,4,18,26
creeps,3,3.875,40,25,10,6,25,25
creole,3,3.54286,35,15,4,6,24,14
crests,3,3.84615,26,17,5,4,17,16
cringe,3,3.88095,42,26,11,7,21,25
crises,3,3.78571,42,26,7,8,25,26
crisps,3,3.72,25,14,4,6,17,14
crispy,3,3.6,30,13,5,7,18,13
critic,3,3.42857,7,2,1,0,4,2
crooks,3,3.76667,30,17,6,4,19,16
crosby,3,3.5,38,17,2,8,25,16
crosse,3,3.76087,46,25,10,9,29,24
crotch,3,3.56522,23,9,4,2,14,9
crouch,3,3.58824,17,7,3,4,15,6
crowds,3,3.63158,38,17,7,9,28,15
crowns,3,3.63158,38,18,6,15,31,18
crumbs,3,3.625,32,16,4,5,24,16
crunch,3,3.88889,9,5,3,1,6,5
crusty,3,3.74194,31,18,5,4,18,18
crutch,3,3.88235,17,11,4,3,9,11
cuckoo,3,3.57143,7,4,0,2,4,4
cuddle,3,3.47368,19,8,1,5,10,8
cuddly,3,3.57143,7,3,1,1,4,3
cuffed,3,3.36364,11,4,0,2,7,4
culled,3,3.6,25,13,2,5,13,13
cullen,3,3.63158,19,10,2,3,11,10
culver,3,3.61538,26,12,4,6,18,12
curate,3,3.73418,79,41,17,23,53,38
curfew,3,3.33333,18,6,0,4,11,6
curing,3,3.85714,35,21,9,4,17,21
curled,3,3.78,50,29,10,11,26,29
cursed,3,3.8254,63,40,12,12,33,38
curses,3,3.84783,46,29,10,9,29,28
cursor,3,3.52174,23,9,3,3,15,9
curtis,3,3.61702,47,23,6,7,30,23
curved,3,3.64286,28,15,3,7,15,15
curves,3,3.74286,35,20,6,9,24,19
cutest,3,3.62069,29,16,2,8,17,15
cutler,3,3.77083,48,26,11,8,29,26
cutoff,3,3.375,16,6,0,3,9,6
cutout,3,3.22222,9,2,0,2,8,2
cutter,3,3.74074,27,14,6,3,19,14
cyborg,3,3.36364,33,12,0,5,22,12
cycled,3,3.6,15,6,3,3,8,6
cycles,3,3.41176,17,6,1,4,8,6
cyclic,3,3,2,0,0,0,1,0
cypher,3,3.58621,29,11,6,7,17,11
cystic,3,3.375,16,6,0,3,10,5
daemon,3,3.66667,84,46,10,20,64,41
dagger,3,3.68627,51,27,8,15,35,26
dahlia,3,3.54839,31,13,4,3,20,13
dainty,3,3.49091,55,24,3,11,36,23
dalton,3,3.56452,62,27,8,14,41,25
dammit,3,3.42857,35,13,2,7,25,13
damned,3,3.7234,47,27,7,17,35,22
dampen,3,3.64062,64,34,7,18,44,30
damper,3,3.67606,71,38,10,23,54,36
damsel,3,3.83871,93,58,20,24,67,54
danced,3,3.75676,37,22,6,11,23,21
dancer,3,3.89157,83,55,19,24,53,50
dances,3,3.8,65,40,12,20,43,38
dangle,3,3.74026,77,45,12,19,55,42
danish,3,3.65385,78,44,7,19,50,41
danube,3,3.64062,64,35,6,15,41,35
daphne,3,3.51923,52,24,3,11,32,22
dapper,3,3.65217,46,24,6,15,34,22
darien,3,3.86364,110,72,23,26,69,69
daring,3,3.75949,79,48,12,18,53,48
darius,3,3.65753,73,39,9,10,34,38
darken,3,3.79747,79,47,16,20,47,44
darker,3,3.74359,39,20,9,10,23,18
darkly,3,3.65957,47,25,6,8,24,24
darren,3,3.72222,54,31,8,17,35,29
darryl,3,3.66667,30,16,4,7,18,16
dashed,3,3.6,40,19,5,16,31,17
dashes,3,3.72727,44,23,9,13,32,22
dawned,3,3.59574,47,22,6,10,33,21
dawson,3,3.57971,69,33,7,18,44,32
dazzle,3,3.44,25,10,1,4,14,8
deacon,3,3.65079,63,33,8,16,46,30
dearly,3,3.75556,90,51,17,26,57,44
dearth,3,3.79775,89,53,18,33,60,41
debbie,3,3.5,16,6,2,4,9,6
debris,3,3.82895,76,49,14,16,46,48
debtor,3,3.64062,64,33,8,12,41,33
debuts,3,3.73077,52,30,8,19,43,28
decals,3,3.83333,72,45,15,18,49,42
deceit,3,3.71875,32,18,5,9,23,18
decked,3,3.66667,12,6,2,1,7,6
decker,3,3.81818,33,20,7,6,17,20
decode,3,3.57895,19,9,2,3,16,8
decree,3,3.8,20,12,4,3,11,12
deduce,3,3.76923,13,7,3,2,10,7
deduct,3,3.46667,15,6,1,5,12,6
deepen,3,3.57895,19,10,1,5,12,8
defect,3,3.5,18,8,1,5,13,8
defied,3,3.375,16,5,1,7,13,4
defies,3,3.53125,32,15,2,9,23,14
deftly,3,3.48485,33,13,3,10,23,11
defuse,3,3.75862,29,16,6,10,23,15
delays,3,3.61446,83,42,9,23,57,38
deluge,3,3.625,40,20,5,6,24,20
deluxe,3,3.5,22,9,2,4,12,9
delves,3,3.63333,30,16,3,8,21,15
demise,3,3.72917,48,30,5,8,30,28
dengue,3,3.5625,32,16,2,9,23,15
denial,3,3.84956,113,74,22,26,74,69
denier,3,3.81818,55,36,9,9,31,35
denies,3,3.75926,54,33,8,14,36,28
denote,3,3.5814,43,21,4,19,35,18
denser,3,3.875,56,39,10,13,33,35
dented,3,3.6,20,11,1,9,16,10
depart,3,3.84211,95,59,21,31,64,54
depict,3,3.61538,39,20,4,16,29,20
deploy,3,3.56604,53,24,6,6,30,24
deport,3,3.80282,71,41,16,16,43,41
depots,3,3.77333,75,46,12,18,51,42
depths,3,3.5,24,11,1,10,20,10
derail,3,3.82243,107,69,19,26,68,64
derive,3,3.69767,43,25,5,11,25,23
dermal,3,3.71605,81,46,12,25,56,41
desist,3,3.82,50,31,10,18,37,29
detach,3,3.76119,67,40,11,22,45,35
detain,3,3.73077,104,63,13,25,63,60
detest,3,3.77778,18,11,3,5,10,10
detour,3,3.69014,71,38,11,15,41,38
devils,3,3.86957,69,44,16,16,50,41
devise,3,3.56667,30,14,3,7,23,13
devoid,3,3.55556,27,12,3,7,19,10
devote,3,3.44,25,10,1,6,19,9
devour,3,3.61702,47,24,5,11,25,23
devout,3,3.5,30,12,3,8,24,11
dexter,3,3.73913,23,13,4,5,13,13
dharma,3,3.62162,37,19,4,11,28,18
dialed,3,3.77193,57,34,10,16,39,29
dialog,3,3.61644,73,38,7,13,40,36
diaper,3,3.75581,86,51,14,28,61,48
dickey,3,3.59259,27,14,2,6,18,14
dieter,3,3.76923,52,33,7,18,33,32
digest,3,3.60714,56,28,6,17,38,25
digger,3,3.5625,32,14,4,9,19,14
digits,3,3.4,20,6,2,3,15,6
dilute,3,3.59259,54,27,5,15,33,27
dimmed,3,3.55556,18,9,1,4,13,8
dimple,3,3.6087,46,24,4,12,37,24
diners,3,3.89024,82,54,19,16,53,52
dinghy,3,3.54545,22,9,3,2,14,9
diodes,3,3.66667,42,21,7,9,26,18
dipole,3,3.6,60,30,6,13,39,30
dipped,3,3.41667,12,4,1,6,12,3
dipper,3,3.66667,33,17,5,11,26,17
disarm,3,3.68132,91,52,10,22,65,51
discus,3,3.64286,28,14,4,1,14,14
dismal,3,3.69149,94,56,9,20,64,55
dismay,3,3.56061,66,31,6,16,44,29
disown,3,3.48077,52,22,3,14,38,21
dispel,3,3.8,65,40,12,16,49,39
distal,3,3.7,90,51,12,18,56,48
divers,3,3.80328,61,38,11,13,38,36
divert,3,3.79245,53,33,9,18,33,31
divest,3,3.7451,51,29,9,15,38,27
doable,3,3.625,88,46,9,13,57,43
docile,3,3.66102,59,34,5,13,40,32
docked,3,3.61905,21,11,2,5,14,10
docker,3,3.7,50,27,8,9,34,25
docket,3,3.58824,34,18,2,7,22,17
dodged,3,3.47368,19,8,1,4,14,8
dodger,3,3.56818,44,21,4,7,27,21
dogged,3,3.4,20,7,1,5,14,7
doggie,3,3.37037,27,7,3,7,17,7
doings,3,3.5625,64,30,6,13,41,27
domino,3,3.5,32,15,1,7,21,14
donkey,3,3.46341,41,15,4,8,25,14
donned,3,3.5,24,10,2,8,19,9
donnie,3,3.61905,42,20,6,11,28,19
donors,3,3.89189,37,25,8,8,23,23
donuts,3,3.76389,72,44,11,14,46,43
doodle,3,3.5,26,12,1,5,15,12
dooley,3,3.48485,33,13,3,4,18,13
doomed,3,3.6087,23,12,2,4,17,12
doping,3,3.55319,47,19,7,9,28,18
dorado,3,3.55556,27,13,2,6,19,11
dorian,3,3.8125,96,58,20,20,59,56
dormer,3,3.60526,38,19,4,8,26,17
dorsal,3,3.70667,75,43,10,16,51,40
dosage,3,3.50704,71,32,4,17,44,30
dosing,3,3.5625,64,30,6,13,41,27
dotted,3,3.6,20,10,2,5,13,10
doubly,3,3.48387,31,14,1,9,19,13
doubts,3,3.57692,52,26,4,11,37,26
douche,3,3.48649,37,15,3,5,22,14
downed,3,3.53488,43,18,5,14,30,16
downer,3,3.67123,73,38,11,25,49,35
drafts,3,3.72917,48,28,7,12,36,26
drains,3,3.77011,87,54,13,20,54,53
dramas,3,3.57447,47,25,2,13,37,25
draped,3,3.72,50,28,8,17,37,26
draper,3,3.7551,49,28,9,16,34,27
drapes,3,3.84,100,63,21,20,70,62
drawer,3,3.59091,44,21,5,15,31,20
dreads,3,3.68421,57,32,7,16,43,30
dreamy,3,3.67073,82,43,12,26,53,38
dreary,3,3.75862,58,32,12,16,34,29
dredge,3,3.7037,27,15,4,4,16,15
driest,3,3.91011,89,60,21,29,60,56
drifts,3,3.65714,35,17,6,9,25,16
drills,3,3.66667,21,11,3,5,16,11
drivel,3,3.84127,63,40,13,16,37,38
drones,3,3.75862,87,52,14,20,56,48
droves,3,3.77193,57,32,12,9,38,30
drowns,3,3.62791,43,22,5,16,33,19
drowsy,3,3.57143,35,15,5,7,22,13
druids,3,3.46429,28,10,3,4,17,10
drunks,3,3.58621,29,15,2,4,18,15
dryers,3,3.65625,32,15,6,3,20,15
drying,3,3.82353,34,20,8,6,18,20
dubbed,3,3.41667,12,4,1,4,9,4
ducked,3,3.5,12,6,0,5,7,6
dudley,3,3.38095,21,8,0,4,14,8
duffel,3,3.47826,23,10,1,6,13,10
dugout,3,3.21053,19,4,0,8,14,4
dumber,3,3.625,48,23,7,8,25,23
dumped,3,3.65,20,9,4,4,13,9
dunlap,3,3.66667,48,25,7,9,23,22
dunlop,3,3.44444,36,14,2,6,20,13
duplex,3,3.62069,29,15,3,3,12,15
durant,3,3.63768,69,38,6,10,32,37
durban,3,3.60938,64,34,5,14,35,34
duress,3,3.65217,46,25,5,11,29,23
durham,3,3.40816,49,18,2,11,27,17
dusted,3,3.62963,27,14,3,8,22,13
duster,3,3.79104,67,40,13,12,39,37
dustin,3,3.65517,58,30,8,11,35,30
dwarfs,3,3.60526,38,18,5,11,25,18
dwayne,3,3.53333,75,32,8,14,48,32
dwells,3,3.75862,29,17,5,6,21,16
dwight,3,3.59091,22,10,3,4,14,9
dyeing,3,3.54167,48,20,6,7,26,20
dynamo,3,3.51724,58,25,5,13,39,23
earner,3,3.55172,29,13,3,8,18,12
earths,3,3.88889,126,85,27,38,86,76
earthy,3,3.63095,84,44,9,28,58,36
easing,3,3.73973,73,43,11,15,39,42
eaters,3,3.95918,98,67,27,26,63,63
eatery,3,3.59375,64,31,7,17,43,29
echoed,3,3.34783,23,8,0,3,19,7
echoes,3,3.54286,35,15,4,7,21,15
eczema,3,3.28571,14,4,0,4,12,3
edging,3,3.46875,32,12,3,6,18,12
edible,3,3.625,40,20,5,9,24,20
edmond,3,3.54054,37,17,3,10,28,16
edmund,3,3.47826,23,10,1,8,17,10
edwina,3,3.66667,78,41,11,15,52,40
eerily,3,3.57143,35,17,3,4,21,17
effigy,3,3.33333,12,4,0,1,6,4
eighty,3,3.46429,28,11,2,9,15,9
eileen,3,3.4375,16,6,1,4,13,5
elaine,3,3.75472,53,31,9,9,33,30
elated,3,3.70492,61,36,7,15,34,32
elbows,3,3.69841,63,35,9,14,44,33
elders,3,3.74,50,30,7,11,31,29
eldest,3,3.75,40,25,5,12,26,24
elects,3,3.80556,36,24,5,10,22,23
elicit,3,3.65385,26,14,3,6,16,14
elijah,3,3.5,24,12,0,3,14,12
elinor,3,3.80556,72,46,12,14,43,44
elisha,3,3.77108,83,49,15,14,50,49
elites,3,3.82258,62,40,11,19,43,37
elixir,3,3.33333,15,5,0,1,8,5
elliot,3,3.52941,34,16,2,13,26,15
eloise,3,3.525,40,21,0,11,29,19
eluded,3,3.47368,19,8,1,5,12,8
elvira,3,3.82105,95,63,15,18,53,61
elwood,3,3.53488,43,19,4,7,26,19
embark,3,3.73016,63,35,11,15,40,32
embers,3,3.7561,41,24,7,6,25,23
emblem,3,3.16667,12,2,0,2,7,2
embody,3,3.425,40,15,2,7,27,14
embryo,3,3.5,50,21,4,9,31,20
emerge,3,3.44444,18,6,2,1,12,6
emilia,3,3.64444,45,25,4,7,29,25
emmett,3,3.63636,11,6,1,2,5,5
employ,3,3.60465,43,20,6,4,23,20
enamel,3,3.73077,52,31,7,9,31,29
encode,3,3.48387,31,13,2,10,27,9
encore,3,3.60526,38,18,5,8,25,17
endure,3,3.85185,54,36,10,11,25,34
enigma,3,3.74667,75,45,11,17,47,40
enjoys,3,3.42857,42,15,3,12,26,13
enlist,3,3.93617,94,64,24,25,62,60
enmity,3,3.72727,44,27,5,13,27,25
enrich,3,3.8913,46,29,12,9,28,28
enroll,3,3.69697,33,19,4,7,23,18
ensign,3,3.6,30,15,3,7,17,14
ensued,3,3.83333,48,31,9,16,33,26
ensues,3,3.74074,27,16,4,9,17,14
entail,3,3.80508,118,75,20,24,71,72
entice,3,3.71875,32,19,4,8,20,18
envied,3,3.68421,38,21,5,7,23,19
envoys,3,3.53488,43,18,5,7,21,17
enzyme,3,3.57895,19,8,3,3,10,8
eocene,3,3.22222,9,2,0,3,9,1
equals,3,3.60606,33,15,5,8,19,15
equate,3,3.35294,17,5,1,3,10,5
